"row_no";"threat_id";"threat";"emulation_profile";"coverage_mode";"detector_rules";"native_anchor";"flow_ids";"coverage_log";"profile_logs";"component_note"
"50";"УБИ.1.4.2";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет использования недостатков конфигурации";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"51";"УБИ.1.4.3";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет использования недостатков архитектуры";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"52";"УБИ.1.4.4";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет внедрения вредоносного программного обеспечения";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"53";"УБИ.1.4.5";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет внедрения программных и аппаратных закладок";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"54";"УБИ.1.4.7";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет прослушивания (захвата) сетевого трафика";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"55";"УБИ.1.4.9";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет изучения информации о системе";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"56";"УБИ.1.4.10";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет атаки типа ""человек посередине""";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"57";"УБИ.1.4.11";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет применения скрытых каналов";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"58";"УБИ.1.4.13";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет реализации социальной инженерии";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"59";"УБИ.1.4.16";"Угроза утечки информации, хранящейся на устройстве хранения данных, за счет нарушения изоляции";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
